"","X.1","X","game_pk","officialDate","doubleHeader","dayNight","teams.away.leagueRecord.wins","teams.away.leagueRecord.losses","teams.away.leagueRecord.pct","teams.home.leagueRecord.wins","teams.home.leagueRecord.losses","teams.home.leagueRecord.pct","home_team_abb","league_home","division_home","away_team_abb","league_away","division_away","interplay","intradivision","winHome","home_games_10days","away_games_10days","home_sos_losses","home_sos_wins","home_sos_total","away_sos_losses","away_sos_wins","away_sos_total","home_exp_pct","wins_last5","home_wins_last10","home_losses_last10","home_wins_last10_athome","home_losses_last10_athome","home_runs_scored_last10","home_runs_against_last10","home_extra_innings_games","home_extra_innings_games_last","htoh_wins_home","htoh_wins_away","away_exp_pct","away_wins_last5","away_wins_last10","away_losses_last10","away_wins_last10_away","away_losses_last10_away","away_runs_scored_last10","away_runs_against_last10","away_extra_innings_games","away_extra_innings_games_last","away_pitcher_winpct","home_pitcher_winpct","away_pitcher_mean_ip","home_pitcher_mean_ip","away_pitcher_ERA","home_pitcher_ERA","away_pitcher_WHIP","home_pitcher_WHIP","last30_away_pitcher_winpct","last30_home_pitcher_winpct","last30_away_pitcher_mean_ip","last30_home_pitcher_mean_ip","last30_away_pitcher_ERA","last30_home_pitcher_ERA","last30_away_pitcher_WHIP","last30_home_pitcher_WHIP","home_dif_win_pct","away_dif_win_pct"
"106",106,106,718520,"2023-04-18","N","night",10,7,0.588,8,9,0.471,"HOU","American League","American League West","TOR","American League","American League East",0,0,"0",9,9,0.413111111111111+0i,0.649125,0.524176470588235,0.413111111111111+0i,0.649125,0.524176470588235,0.5879173290938,3,5,5,2,2,52,41,1,1,1,0,0.459132809832707,2,6,4,2,2,49,54,2,0,0.555555555555556,NA,6.22222222222222,NA,3.05,NA,1.018,NA,0.666666666666667,NA,6.7,NA,1.33,NA,0.787,NA,0.1169173290938,-0.128867190167293
"107",107,107,718521,"2023-04-18","N","night",10,7,0.588,5,12,0.294,"COL","National League","National League West","PIT","National League","National League Central",0,0,"0",9,10,0.361166666666667+0i,0.1666,0.303941176470588,0.361166666666667+0i,0.1666,0.303941176470588,0.287107830213551,0,2,8,2,5,43,72,0,0,0,1,0.538901987201078,3,5,5,3,2,44,44,2,0,0.571428571428571,NA,5.01428571428571,NA,3.06,NA,1.16,NA,0.75,NA,5.5,NA,1.64,NA,0.909,NA,-0.00689216978644869,-0.0490980127989221
"108",108,108,718523,"2023-04-18","N","night",9,6,0.6,3,14,0.176,"OAK","American League","American League West","CHC","National League","National League Central",1,0,"0",10,9,0.617214285714286+0i,0.448333333333333,0.587411764705882,0.617214285714286+0i,0.448333333333333,0.587411764705882,0.178832116788321,0,1,9,0,4,36,85,1,0,0,1,0.671900907051595,3,7,3,3,1,55,34,1,0,0.222222222222222,0.125,5.55555555555556,5.125,3.24,7.02,1.18,1.829,0,0.2,5.33333333333333,5.2,4.5,5.19,1.281,1.769,0.00283211678832118,0.0719009070515947
"109",109,109,718519,"2023-04-18","N","night",13,4,0.765,8,10,0.444,"SDP","National League","National League West","ATL","National League","National League East",0,0,"0",10,9,0.6009+0i,0.7125,0.6505,0.6009+0i,0.7125,0.6505,0.47262328895556,1,4,6,1,4,35,36,1,0,3,2,0.66619007569386,5,7,3,4,0,50,43,1,0,0.444444444444444,0.125,5.68888888888889,5.125,2.96,4.61,1.007,1.537,0.5,0.2,5.86666666666667,5.6,2.78,3.54,0.925,1.25,0.0286232889555597,-0.0988099243061397
"110",110,110,718517,"2023-04-18","N","night",12,5,0.706,8,9,0.471,"SEA","American League","American League West","MIL","National League","National League Central",1,0,"0",9,10,0.526+0i,0.4705,0.499882352941176,0.526+0i,0.4705,0.499882352941176,0.526647717178895,4,6,4,3,1,48,43,2,0,0,1,0.722950819672131,4,6,4,5,3,42,36,1,0,0,0.125,5.16666666666667,5.75,5.52,3.91,1.29,1.022,0,0,5.02,5.82,6.39,4.6,1.461,0.989,0.0556477171788951,0.0169508196721312
"111",111,111,718516,"2023-04-18","N","night",11,6,0.647,8,9,0.471,"LAD","National League","National League West","NYM","National League","National League East",0,0,"1",9,9,0.436222222222222+0i,0.42275,0.429882352941176,0.436222222222222+0i,0.42275,0.429882352941176,0.595498346037682,2,3,7,1,3,48,60,0,0,0,1,0.591330472103004,5,8,2,4,0,60,35,1,0,0.5,0.666666666666667,5.0125,5.91111111111111,4.02,2.52,1.512,1.025,0.2,0.666666666666667,4.82,5.86666666666667,5.18,2.02,1.726,0.981,0.124498346037682,-0.0556695278969958
"112",112,112,718515,"2023-04-19","N","day",15,3,0.833,7,10,0.412,"CIN","National League","National League Central","TBR","American League","American League East",1,0,"0",10,10,0.4071+0i,0.539,0.461411764705882,0.4071+0i,0.539,0.461411764705882,0.453588774959525,2,4,6,3,3,53,56,1,0,1,1,0.862068965517241,2,7,3,2,3,61,32,0,0,0.5,0,5.525,7,2.62,10.29,1.052,2.143,0.4,0,5.42,7,2.63,10.29,1.171,2.143,0.0415887749595251,0.0290689655172414
"113",113,113,718513,"2023-04-19","N","day",9,9,0.5,7,9,0.438,"DET","American League","American League Central","CLE","American League","American League Central",0,1,"0",8,9,0.536777777777778+0i,0.499285714285714,0.520375,0.536777777777778+0i,0.499285714285714,0.520375,0.271910112359551,5,5,5,4,3,37,52,3,0,2,0,0.474699759807846,2,4,6,2,3,36,45,1,0,0.25,0.142857142857143,5.6375,4.42857142857143,3.97,7.26,1.346,1.677,0.4,0,5.84,4.5,3.03,6,1.18,1.5,-0.166089887640449,-0.0253002401921537
"114",114,114,718511,"2023-04-19","N","day",5,11,0.313,10,8,0.556,"MIA","National League","National League East","SFG","National League","National League West",0,0,"0",9,8,0.49525+0i,0.5996,0.553222222222222,0.49525+0i,0.5996,0.553222222222222,0.33671883096694,4,7,3,4,1,39,41,1,0,2,0,0.442862919530934,0,2,8,0,4,36,51,2,0,0.333333333333333,0.25,5.66666666666667,4.5,1.94,4,1.353,1.222,0.5,0,6.03333333333333,3,1.47,3,1.309,1.333,-0.21928116903306,0.129862919530934
"115",115,115,718512,"2023-04-19","N","day",11,7,0.611,7,11,0.389,"STL","National League","National League Central","ARI","National League","National League West",0,0,"1",10,9,0.591363636363636+0i,0.634857142857143,0.608277777777778,0.591363636363636+0i,0.634857142857143,0.608277777777778,0.433628318584071,2,4,6,2,4,42,52,2,0,0,2,0.512193308550186,3,7,3,3,2,56,42,0,0,0,0.166666666666667,4.05,5,10.26,5.4,2.4,1.7,0,0.333333333333333,3,5.06666666666667,21,5.17,3.667,1.66,0.0446283185840708,-0.0988066914498141
"116",116,116,718514,"2023-04-19","N","day",11,6,0.647,4,14,0.222,"KCR","American League","American League Central","TEX","American League","American League West",0,0,"0",9,9,0.574642857142857+0i,0.4745,0.552388888888889,0.574642857142857+0i,0.4745,0.552388888888889,0.246153846153846,0,2,8,0,5,36,68,1,0,1,4,0.696572861521315,4,7,3,5,2,64,42,1,0,NA,0.333333333333333,NA,5.02222222222222,NA,7.09,NA,1.533,NA,0.333333333333333,NA,4.86666666666667,NA,6.67,NA,1.584,0.0241538461538462,0.0495728615213151
"117",117,117,718510,"2023-04-19","N","day",7,11,0.389,7,11,0.389,"CHW","American League","American League Central","PHI","National League","National League East",1,0,"0",9,10,0.473363636363636+0i,0.499142857142857,0.483388888888889,0.473363636363636+0i,0.499142857142857,0.483388888888889,0.377568049720895,2,4,6,2,3,40,43,2,0,1,1,0.411807937285644,3,4,6,3,3,56,52,1,0,0.333333333333333,0.333333333333333,4.56666666666667,5.23333333333333,6.53,4.56,1.5,1.458,0.333333333333333,0.166666666666667,4.35,5.16666666666667,7.86,5.81,1.557,1.516,-0.0114319502791046,0.0228079372856443
"118",118,118,718508,"2023-04-19","N","day",11,7,0.611,9,9,0.5,"LAD","National League","National League West","NYM","National League","National League East",0,0,"0",9,9,0.436222222222222+0i,0.447666666666667,0.441944444444444,0.436222222222222+0i,0.447666666666667,0.441944444444444,0.62098241358399,2,4,6,2,3,50,54,0,0,1,1,0.557137080469066,4,7,3,4,1,51,37,1,0,0.5,0.125,4.53333333333333,4.5125,4.88,5.94,1.301,1.376,0.333333333333333,0.2,3.7,4.02,5.56,6.2,1.412,1.475,0.12098241358399,-0.053862919530934
"119",119,119,718509,"2023-04-19","N","day",11,7,0.611,5,13,0.278,"COL","National League","National League West","PIT","National League","National League Central",0,0,"0",9,10,0.378615384615385+0i,0.1666,0.319722222222222,0.378615384615385+0i,0.1666,0.319722222222222,0.286083403437087,0,2,8,2,5,41,67,0,0,0,2,0.54926258172419,3,6,4,4,2,44,36,2,0,0.25,0.333333333333333,5.25,4.9,5.14,6.7,1.643,1.534,0.2,0.5,4.64,5,7.23,6,1.986,1.5,0.00808340343708686,-0.0617374182758096
"120",120,120,718506,"2023-04-19","N","day",10,6,0.625,3,15,0.167,"OAK","American League","American League West","CHC","National League","National League Central",1,0,"0",10,9,0.616066666666667+0i,0.448333333333333,0.588111111111111,0.616066666666667+0i,0.448333333333333,0.588111111111111,0.170416487762988,0,1,9,0,5,36,78,1,0,0,2,0.692307692307692,4,7,3,4,1,57,34,1,0,0.666666666666667,0,6.12222222222222,5.275,2.44,3.38,1.03,0.984,0.666666666666667,0,6.01666666666667,5.275,2.97,3.38,1.128,0.984,0.00341648776298839,0.0673076923076923
"121",121,121,718507,"2023-04-19","N","day",14,4,0.778,8,11,0.421,"SDP","National League","National League West","ATL","National League","National League East",0,0,"1",10,9,0.615818181818182+0i,0.7125,0.656526315789474,0.615818181818182+0i,0.7125,0.656526315789474,0.429387890333803,1,3,7,1,5,32,43,1,0,3,3,0.696704924102184,5,8,2,5,0,54,39,1,0,0.625,0.5,5.8875,9.775,2.85,2.75,1.373,1.017,0.6,2,6.2,21.2,2.32,0.42,1.194,0.692,0.00838789033380272,-0.0812950758978156
"122",122,122,718502,"2023-04-19","N","day",13,5,0.722,8,10,0.444,"SEA","American League","American League West","MIL","National League","National League Central",1,0,"0",9,10,0.544+0i,0.4705,0.511333333333333,0.544+0i,0.4705,0.511333333333333,0.518627072888546,3,5,5,3,2,48,46,3,0,0,2,0.713719270420301,4,7,3,6,3,48,35,2,1,0.571428571428571,0.375,5.6,4.7625,4.54,6.1,1.437,1.591,0.5,0.333333333333333,6.025,4.53333333333333,4.07,6.83,1.356,1.59,0.074627072888546,-0.00828072957969861
"123",123,123,718518,"2023-04-19","N","night",10,7,0.588,5,12,0.294,"WSN","National League","National League East","BAL","American League","American League East",1,0,"0",8,9,0.61525+0i,0.592,0.608411764705882,0.61525+0i,0.592,0.608411764705882,0.358147768564241,1,4,6,1,3,45,44,0,0,0,1,0.543871278775461,4,6,4,3,1,54,47,1,0,0.285714285714286,0.333333333333333,4.58571428571429,5.12222222222222,3.9,3.69,1.299,1.446,0.333333333333333,0.166666666666667,5.03333333333333,5.18333333333333,4.11,4.02,1.304,1.436,0.0641477685642411,-0.0441287212245389
"124",124,124,718504,"2023-04-19","N","night",9,8,0.529,10,7,0.588,"NYY","American League","American League East","LAA","American League","American League West",0,0,"1",9,9,0.422714285714286+0i,0.4371,0.431176470588235,0.422714285714286+0i,0.4371,0.431176470588235,0.664519098021169,2,6,4,2,3,41,33,0,0,0,1,0.594677172951676,2,5,5,2,3,50,47,1,0,0.333333333333333,0.375,4.85,4.5125,6.14,5.2,1.5,1.431,0.4,0.2,4.82,5.04,6.66,4.56,1.603,1.442,0.076519098021169,0.0656771729516764
"125",125,125,718505,"2023-04-19","N","night",10,7,0.588,9,9,0.5,"BOS","American League","American League East","MIN","American League","American League Central",0,0,"0",10,9,0.655555555555556+0i,0.512777777777778,0.584166666666667,0.655555555555556+0i,0.512777777777778,0.584166666666667,0.515869017632242,4,5,5,4,1,41,47,1,0,1,0,0.642295035055087,2,5,5,2,3,40,37,2,1,0.75,0.25,6.25,4.8875,2.16,6.41,0.84,1.475,0.6,0.4,6.2,5.22,1.74,6.15,0.968,1.481,0.0158690176322418,0.0542950350550866
"126",126,126,718501,"2023-04-19","N","night",11,7,0.611,8,10,0.444,"HOU","American League","American League West","TOR","American League","American League East",0,0,"1",9,9,0.4306+0i,0.649125,0.527722222222222,0.4306+0i,0.649125,0.527722222222222,0.572781065088757,2,5,5,2,3,52,42,0,0,1,1,0.471773936339861,3,6,4,2,2,49,53,2,0,NA,0.333333333333333,NA,4.5,NA,4,NA,1.296,NA,0.666666666666667,NA,4.33333333333333,NA,0,NA,0.692,0.128781065088757,-0.139226063660139
"127",127,127,718497,"2023-04-20","N","day",11,7,0.611,9,10,0.474,"BOS","American League","American League East","MIN","American League","American League Central",0,0,"1",10,9,0.6488+0i,0.512777777777778,0.584368421052632,0.6488+0i,0.512777777777778,0.584368421052632,0.485224901741957,3,4,6,4,2,41,56,1,0,1,1,0.67032221594121,2,5,5,3,3,41,35,2,0,0,0.375,4,5.275,9,5.48,1.625,1.313,0,0.2,2.5,5.64,19.8,5.97,3,1.291,0.0112249017419574,0.0593222159412098
"128",128,128,718496,"2023-04-20","N","day",9,9,0.5,11,7,0.611,"NYY","American League","American League East","LAA","American League","American League West",0,0,"1",9,9,0.422714285714286+0i,0.445454545454545,0.436611111111111,0.422714285714286+0i,0.445454545454545,0.436611111111111,0.665564679535033,3,6,4,3,3,40,34,1,0,1,1,0.585779122541604,2,4,6,2,4,43,45,2,1,0.375,0.375,5.525,5.2625,3.22,5.53,1.164,1.323,0.4,0.2,6,5,4.2,7.56,1.167,1.52,0.0545646795350325,0.0857791225416036
"129",129,129,718500,"2023-04-20","N","night",7,11,0.389,12,7,0.632,"PIT","National League","National League Central","CIN","National League","National League Central",0,1,"1",10,10,0.353857142857143+0i,0.3855,0.373842105263158,0.353857142857143+0i,0.3855,0.373842105263158,0.604962656626134,4,6,4,1,2,57,39,2,0,1,2,0.411807937285644,2,3,7,0,3,47,60,1,0,0.2,0.375,5.42,5.625,6.26,4.4,1.463,1.444,0.2,0.4,5.42,6,6.26,3.6,1.463,1.3,-0.0270373433738658,0.0228079372856443
"130",130,130,718498,"2023-04-20","N","night",5,14,0.263,8,11,0.421,"PHI","National League","National League East","COL","National League","National League West",0,0,"0",10,9,0.509181818181818+0i,0.4825,0.497947368421053,0.509181818181818+0i,0.4825,0.497947368421053,0.43081564118618,3,5,5,1,2,57,48,1,0,0,0,0.255206025697829,0,2,8,0,3,38,74,0,0,0.25,0.5,4.3875,5.33333333333333,5.86,2.81,1.755,0.969,0.4,0.666666666666667,4.4,6.36666666666667,4.09,3.26,1.636,0.983,0.00981564118618022,-0.00779397430217105
"131",131,131,718499,"2023-04-20","N","night",9,10,0.474,11,6,0.647,"CHC","National League","National League Central","LAD","National League","National League West",0,0,"0",9,9,0.416666666666667+0i,0.395818181818182,0.403176470588235,0.416666666666667+0i,0.395818181818182,0.403176470588235,0.731363331094694,4,7,3,2,2,59,33,1,0,2,1,0.604962656626134,2,4,6,2,2,45,47,0,0,0,0,4,17.2,8.44,5.09,1.75,1.189,0,0,3,13.1,6,2.7,2.333,0.975,0.0843633310946944,0.130962656626134
"132",132,132,718494,"2023-04-20","N","night",9,11,0.45,11,8,0.579,"ARI","National League","National League West","SDP","National League","National League West",0,1,"0",9,10,0.46475+0i,0.640909090909091,0.566736842105263,0.46475+0i,0.640909090909091,0.566736842105263,0.461804520245691,3,6,4,3,1,49,48,0,0,1,1,0.436159764282207,2,3,7,1,2,23,41,1,0,0.5,0.111111111111111,5.5125,5.11111111111111,4.06,5.48,1.173,1.478,0.4,0,5.6,4.83333333333333,2.89,6.52,1,1.655,-0.117195479754308,-0.0138402357177934
"133",133,133,718503,"2023-04-20","N","night",12,7,0.632,6,11,0.353,"SFG","National League","National League West","NYM","National League","National League East",0,0,"0",8,9,0.352727272727273+0i,0.572333333333333,0.430235294117647,0.352727272727273+0i,0.572333333333333,0.430235294117647,0.463463537798901,1,3,7,2,3,40,50,3,0,0,0,0.566371681415929,4,7,3,5,1,51,38,1,0,0.5,0.166666666666667,5.375,4.53333333333333,3.77,7.81,1.442,1.699,0.4,0.25,5.4,4.025,4,9.92,1.444,2.082,0.110463537798901,-0.0656283185840708
"134",134,134,718491,"2023-04-21","N","day",10,10,0.5,11,7,0.611,"CHC","National League","National League Central","LAD","National League","National League West",0,0,"1",9,9,0.424857142857143+0i,0.395818181818182,0.407111111111111,0.424857142857143+0i,0.395818181818182,0.407111111111111,0.700762519749949,4,7,3,2,2,59,31,1,1,2,2,0.621161755591864,2,5,5,3,1,45,38,0,0,NA,0.444444444444444,NA,5.56666666666667,NA,2.86,NA,0.934,NA,0.5,NA,5.83333333333333,NA,2.06,NA,0.771,0.0897625197499485,0.121161755591864
"135",135,135,718492,"2023-04-21","N","night",7,12,0.368,13,7,0.65,"PIT","National League","National League Central","CIN","National League","National League Central",0,1,"1",10,10,0.353857142857143+0i,0.385769230769231,0.3746,0.353857142857143+0i,0.385769230769231,0.3746,0.60629786261287,4,7,3,2,1,59,34,2,0,2,2,0.409836065573771,1,3,7,0,3,46,59,0,0,0.222222222222222,0.555555555555556,5.34444444444444,6.24444444444444,4.84,2.38,1.428,1.024,0,0.8,4.85,6.6,7.06,1.36,1.602,0.788,-0.04370213738713,0.0418360655737705
"136",136,136,718486,"2023-04-21","N","night",7,12,0.368,16,3,0.842,"TBR","American League","American League East","CHW","American League","American League Central",0,0,"1",9,8,0.552666666666667+0i,0.3185625,0.355526315789474,0.552666666666667+0i,0.3185625,0.355526315789474,0.876170191688543,3,7,3,4,0,58,32,0,0,0,0,0.367021843367075,2,3,7,1,3,31,43,2,0,0.125,0,5.2625,3.5,5.74,6.43,1.559,1.571,0.2,0,5.24,1.7,5.4,10.13,1.5,2.063,0.0341701916885433,-0.000978156632924887
"137",137,137,718495,"2023-04-21","N","night",7,10,0.412,11,7,0.611,"BAL","American League","American League East","DET","American League","American League Central",0,0,"1",8,8,0.405+0i,0.407363636363636,0.406444444444444,0.405+0i,0.407363636363636,0.406444444444444,0.564248704663212,4,7,3,3,2,57,43,1,0,0,0,0.273071104387292,4,5,5,1,2,36,49,3,0,0.333333333333333,0.428571428571429,5.66666666666667,6.71428571428571,3.44,2.68,1.206,0.723,0.4,0.6,6,6.04,2.1,2.05,1.033,0.717,-0.0467512953367876,-0.138928895612708
"138",138,138,718493,"2023-04-21","N","night",6,14,0.3,8,12,0.4,"PHI","National League","National League East","COL","National League","National League West",0,0,"1",10,9,0.488666666666667+0i,0.4825,0.4862,0.488666666666667+0i,0.4825,0.4862,0.407066795740561,3,4,6,0,3,42,50,1,0,0,1,0.28155570329566,1,2,8,1,3,36,68,0,0,0,0.333333333333333,3.73333333333333,6.13333333333333,6.17,4.53,1.8,1.114,0,0.4,3.1,6.82,10.8,3.67,2.25,0.903,0.00706679574056146,-0.0184442967043404
"139",139,139,718487,"2023-04-21","N","night",11,8,0.579,12,7,0.632,"NYY","American League","American League East","TOR","American League","American League East",0,1,"0",9,9,0.422714285714286+0i,0.45,0.439947368421053,0.422714285714286+0i,0.45,0.439947368421053,0.68988864142539,4,6,4,4,3,44,34,1,0,0,0,0.435751295336788,2,6,4,2,2,45,52,2,0,0.625,NA,5.15,NA,3.89,NA,1.296,NA,0.6,NA,5.22,NA,3.42,NA,1.329,NA,0.0578886414253897,-0.143248704663212
"140",140,140,718489,"2023-04-21","N","night",9,10,0.474,14,5,0.737,"ATL","National League","National League East","HOU","American League","American League West",1,0,"0",8,8,0.3812+0i,0.3705,0.373315789473684,0.3812+0i,0.3705,0.373315789473684,0.690112952911838,4,8,2,3,1,53,36,1,0,0,0,0.608517662594916,3,6,4,3,1,54,34,0,0,0.5,0.375,5.525,5.7625,3.43,1.94,1.321,1.122,0.4,0.2,5.2,5.64,4.5,2.2,1.539,1.047,-0.0468870470881619,0.134517662594916
"141",141,141,718490,"2023-04-21","N","night",3,16,0.158,12,6,0.667,"TEX","American League","American League West","OAK","American League","American League West",0,1,"0",8,9,0.402+0i,0.281666666666667,0.321777777777778,0.402+0i,0.281666666666667,0.321777777777778,0.724877203120485,4,8,2,2,1,73,35,1,0,0,0,0.156330940575742,0,1,9,1,3,38,79,1,0,0,0.375,5.275,5.65,5.27,3.15,1.172,1.139,0,0.4,5.4,6.24,5.67,3.13,1.222,1.105,0.0578772031204854,-0.00166905942425813
"142",142,142,718482,"2023-04-21","N","night",5,13,0.278,11,8,0.579,"MIN","American League","American League Central","WSN","National League","National League East",1,0,"0",9,7,0.42275+0i,0.337090909090909,0.373157894736842,0.42275+0i,0.337090909090909,0.373157894736842,0.614120010959905,1,5,5,2,1,45,41,2,0,0,0,0.336808902129151,1,3,7,2,3,35,43,0,0,0.125,0.2,4.7625,5.04,4.23,3.16,1.304,1.052,0,0,4.6,5.05,4.7,1.74,1.391,0.484,0.035120010959905,0.058808902129151
"143",143,143,718483,"2023-04-21","N","night",10,10,0.5,14,5,0.737,"MIL","National League","National League Central","BOS","American League","American League East",1,0,"0",9,10,0.3872+0i,0.546214285714286,0.504368421052632,0.3872+0i,0.546214285714286,0.504368421052632,0.714851485148515,4,7,3,0,0,47,37,2,0,0,0,0.513696060037523,3,5,5,0,3,52,60,1,0,0.375,0.5,5,5.75,6.3,4.11,1.55,1.304,0.6,0.4,5.2,5.8,7.27,4.66,1.654,1.31,-0.0221485148514852,0.0136960600375234
"144",144,144,718485,"2023-04-21","N","night",4,15,0.211,9,10,0.474,"LAA","American League","American League West","KCR","American League","American League Central",0,0,"1",9,8,0.4107+0i,0.503333333333333,0.454578947368421,0.4107+0i,0.503333333333333,0.454578947368421,0.545880026367831,2,4,6,2,1,35,42,1,0,0,0,0.22341313137796,0,1,9,1,3,33,75,1,0,1,0.555555555555556,21.1,5.88888888888889,3.8,3.23,1.453,0.906,0,0.6,14.1,6.4,3.77,4.78,1.395,0.906,0.0718800263678313,0.0124131313779604
"145",145,145,718484,"2023-04-21","N","night",10,11,0.476,11,9,0.55,"ARI","National League","National League West","SDP","National League","National League West",0,1,"1",9,10,0.463111111111111+0i,0.640909090909091,0.5609,0.463111111111111+0i,0.640909090909091,0.5609,0.453944260746339,3,5,5,2,2,43,49,0,0,1,2,0.452488687782805,2,4,6,2,1,30,41,1,0,0.375,0.666666666666667,5.15,6.34444444444444,4.1,2.35,1.368,0.855,0.2,0.8,5,6.6,5.04,1.64,1.4,0.788,-0.0960557392536609,-0.0235113122171945
"146",146,146,718481,"2023-04-21","N","night",8,11,0.421,8,11,0.421,"SEA","American League","American League West","STL","National League","National League Central",1,0,"1",8,9,0.560181818181818+0i,0.4705,0.522421052631579,0.560181818181818+0i,0.4705,0.522421052631579,0.505916952594356,2,4,6,3,3,48,49,3,1,0,0,0.489131718842292,2,5,5,2,1,55,51,2,0,0,0.625,5.15,6.3875,5.62,2.45,1.608,1.013,0,0.8,5,6.84,5.04,1.82,1.48,0.894,0.0849169525943561,0.0681317188422918
"147",147,147,718480,"2023-04-21","N","night",13,7,0.65,6,12,0.333,"SFG","National League","National League West","NYM","National League","National League East",0,0,"0",8,9,0.376+0i,0.572333333333333,0.441444444444444,0.376+0i,0.572333333333333,0.441444444444444,0.438092209856916,1,3,7,2,3,39,53,3,0,0,1,0.589167188478397,4,8,2,6,1,58,35,1,0,0.2,0.375,4.42,6.25,4.43,3.06,1.343,0.96,0.2,0.4,4.42,6.2,4.43,4.06,1.343,1.161,0.105092209856916,-0.060832811521603
"148",148,148,718488,"2023-04-22","N","night",10,9,0.526,10,9,0.526,"CLE","American League","American League Central","MIA","National League","National League East",1,0,NA,8,8,0.347555555555556+0i,0.4709,0.412473684210526,0.347555555555556+0i,0.4709,0.412473684210526,0.481601324403642,2,5,5,2,2,37,44,1,1,0,0,0.325144778628806,3,7,3,3,1,39,41,2,1,0.142857142857143,0.2,5.17142857142857,4.22,5.4,7.59,1.527,1.969,0.2,0,4.62,4.05,6.56,8.64,1.5,2.52,-0.0443986755963579,-0.200855221371194
"149",149,149,718476,"2023-04-22","N","day",12,8,0.6,12,8,0.6,"NYY","American League","American League East","TOR","American League","American League East",0,1,"1",9,9,0.44225+0i,0.45,0.4469,0.44225+0i,0.45,0.4469,0.652148855590318,3,6,4,4,4,43,37,1,0,0,1,0.463778218671242,2,6,4,2,2,39,42,1,0,0.111111111111111,0.5,5,6.22,5.4,2.01,1.8,1.085,0,0.166666666666667,5.04,5.68333333333333,4.21,2.88,1.675,1.369,0.0521488555903178,-0.136221781328758
"150",150,150,718468,"2023-04-22","N","day",6,13,0.316,11,9,0.55,"MIN","American League","American League Central","WSN","National League","National League East",1,0,"0",9,7,0.406666666666667+0i,0.337090909090909,0.3684,0.406666666666667+0i,0.337090909090909,0.3684,0.604109589041096,1,5,5,2,1,44,40,2,1,0,1,0.347851144409682,2,3,7,2,3,31,39,0,0,0,NA,4.4,NA,9.41,NA,1.955,NA,0,NA,3.55,NA,11.05,NA,2.455,NA,0.0541095890410959,0.0318511444096822
"151",151,151,718479,"2023-04-22","N","day",10,11,0.476,12,7,0.632,"CHC","National League","National League Central","LAD","National League","National League West",0,0,"0",9,9,0.424857142857143+0i,0.4045,0.412,0.424857142857143+0i,0.4045,0.412,0.74896265560166,4,7,3,2,2,69,29,0,0,3,2,0.549875311720698,2,4,6,2,2,36,50,0,0,0.444444444444444,0.25,5.33333333333333,4.8875,2.63,5.03,0.938,1.322,0.6,0.2,4.8,5.22,2.25,4.44,0.958,1.101,0.11696265560166,0.0738753117206983
"152",152,152,718475,"2023-04-22","N","day",6,15,0.286,9,12,0.429,"PHI","National League","National League East","COL","National League","National League West",0,0,"1",10,9,0.488666666666667+0i,0.462222222222222,0.477333333333333,0.488666666666667+0i,0.462222222222222,0.477333333333333,0.415191777387816,3,5,5,1,2,42,45,1,1,1,1,0.284078299081184,1,1,9,1,4,32,68,0,0,0.444444444444444,NA,5.67777777777778,NA,3.16,NA,1.11,NA,0.4,NA,6,NA,2.7,NA,1,NA,-0.0138082226121835,-0.00192170091881572
"153",153,153,718473,"2023-04-22","Y","day",10,9,0.526,10,9,0.526,"CLE","American League","American League Central","MIA","National League","National League East",1,0,"0",7,7,0.347555555555556+0i,0.4709,0.412473684210526,0.347555555555556+0i,0.4709,0.412473684210526,0.481601324403642,2,5,5,2,2,37,44,1,1,0,0,0.325144778628806,3,7,3,3,1,39,41,2,1,0,0.333333333333333,15.2,6.23333333333333,6.89,3.2,1.596,1.225,0,0.4,11.2,6.22,5.4,3.45,1.2,1.309,-0.0443986755963579,-0.200855221371194
"154",154,154,718488,"2023-04-22","Y","day",10,9,0.526,10,9,0.526,"CLE","American League","American League Central","MIA","National League","National League East",1,0,"0",7,7,0.347555555555556+0i,0.4709,0.412473684210526,0.347555555555556+0i,0.4709,0.412473684210526,0.481601324403642,2,5,5,2,2,37,44,1,1,0,0,0.325144778628806,3,7,3,3,1,39,41,2,1,0.142857142857143,0.2,5.17142857142857,4.22,5.4,7.59,1.527,1.969,0.2,0,4.62,4.05,6.56,8.64,1.5,2.52,-0.0443986755963579,-0.200855221371194
"155",155,155,718478,"2023-04-22","N","day",14,7,0.667,6,13,0.316,"SFG","National League","National League West","NYM","National League","National League East",0,0,"1",8,9,0.397076923076923+0i,0.572333333333333,0.452421052631579,0.397076923076923+0i,0.572333333333333,0.452421052631579,0.403101228788765,1,2,8,1,4,36,59,3,0,0,2,0.622431950279105,4,8,2,7,1,60,35,1,0,0.125,0.333333333333333,4.875,6.55555555555556,8.08,3.2,1.744,1.119,0,0.6,4.525,7.02,10.31,2.04,1.855,1.047,0.0871012287887654,-0.0445680497208955
