"","game_pk","officialDate","doubleHeader","dayNight","teams.away.leagueRecord.wins","teams.away.leagueRecord.losses","teams.away.leagueRecord.pct","teams.home.leagueRecord.wins","teams.home.leagueRecord.losses","teams.home.leagueRecord.pct","home_team_abb","league_home","division_home","away_team_abb","league_away","division_away","interplay","intradivision","home_exp_pct","wins_last5","home_wins_last10","home_losses_last10","home_wins_last10_athome","home_losses_last10_athome","home_runs_scored_last10","home_runs_against_last10","home_extra_innings_games","home_extra_innings_games_last","htoh_wins_home","htoh_wins_away","away_exp_pct","away_wins_last5","away_wins_last10","away_losses_last10","away_wins_last10_away","away_losses_last10_away","away_runs_scored_last10","away_runs_against_last10","away_extra_innings_games","away_extra_innings_games_last","away_pitcher_winpct","home_pitcher_winpct","away_pitcher_mean_ip","home_pitcher_mean_ip","away_pitcher_ERA","home_pitcher_ERA","away_pitcher_WHIP","home_pitcher_WHIP","winHome","home_dif_win_pct","away_dif_win_pct","description","rescheduledFrom","rescheduledFromDate"
"72",718554,"2023-04-16","N","day",6,10,0.375,6,9,0.4,"CIN","National League","National League Central","PHI","National League","National League East",0,0,0.544031944744226,2,3,7,2,2,51,51,1,0,3,3,0.324552987352813,1,4,6,1,3,45,50,1,0,0,0,5.03333333333333,4.5,7.04,7,1.5,1.778,0,0.144031944744226,-0.0504470126471871,NA,NA,NA
"73",718550,"2023-04-16","N","day",9,7,0.563,8,8,0.5,"MIA","National League","National League East","ARI","National League","National League West",0,0,0.328859060402685,4,7,3,4,0,40,42,1,0,2,0,0.448287183977235,2,6,4,1,2,53,46,0,0,0.333333333333333,0.333333333333333,5.73333333333333,6.06666666666667,4.58,5.79,1.189,1.179,0,-0.171140939597315,-0.114712816022765,NA,NA,NA
"74",718551,"2023-04-16","N","day",12,4,0.75,4,12,0.25,"KCR","American League","American League Central","ATL","National League","National League East",1,0,0.296595088385336,1,3,7,0,4,36,57,1,0,0,2,0.658892699657031,5,7,3,3,0,55,47,1,0,0,0,3,5.36666666666667,12,3.31,2.667,1.408,0,0.0465950883853363,-0.0911073003429691,NA,NA,NA
"75",718553,"2023-04-16","N","day",9,7,0.563,6,10,0.375,"CHW","American League","American League Central","BAL","American League","American League East",0,0,0.382185476951876,2,4,6,2,2,51,60,2,0,1,1,0.517745887294365,3,5,5,1,2,54,54,1,1,0,0.666666666666667,4.55,5.36666666666667,6.75,1.65,1.607,0.796,0,0.00718547695187582,-0.0452541127056352,NA,NA,NA
"76",718548,"2023-04-16","N","day",9,7,0.563,7,9,0.438,"STL","National League","National League Central","PIT","National League","National League Central",0,1,0.439615736505032,3,4,6,1,3,35,43,1,0,1,2,0.468780487804878,3,6,4,3,1,43,46,1,1,0.333333333333333,0,5.73333333333333,4.7,3.57,10.05,1.302,2.233,1,0.00161573650503199,-0.0942195121951219,NA,NA,NA
"77",718546,"2023-04-16","N","day",10,6,0.625,3,13,0.188,"OAK","American League","American League West","NYM","National League","National League East",1,0,0.19208696611853,1,1,9,0,3,41,86,1,1,0,2,0.583381553060988,4,6,4,2,2,54,42,0,0,NA,0,NA,4.6,NA,5.59,NA,1.345,0,0.00408696611852996,-0.0416184469390117,NA,NA,NA
"78",718547,"2023-04-16","N","day",8,6,0.571,8,8,0.5,"LAD","National League","National League West","CHC","National League","National League Central",0,0,0.627127901684115,3,5,5,2,1,50,53,0,0,1,1,0.618296529968454,3,6,4,2,2,60,43,1,0,0,NA,4.6,NA,6.52,NA,1.448,NA,0,0.127127901684115,0.0472965299684543,NA,NA,NA
"79",718545,"2023-04-16","N","day",5,11,0.313,8,8,0.5,"SEA","American League","American League West","COL","National League","National League West",1,0,0.550232318017553,3,6,4,3,1,58,42,2,0,2,0,0.33380992430614,1,3,7,0,3,43,62,0,0,NA,0.333333333333333,NA,5.73333333333333,NA,1.02,NA,0.736,1,0.0502323180175529,0.0208099243061396,NA,NA,NA
"80",718549,"2023-04-16","N","day",11,5,0.688,8,9,0.471,"SDP","National League","National League West","MIL","National League","National League Central",0,0,0.493007334963325,2,5,5,1,2,46,44,1,0,1,2,0.706371529900942,3,6,4,3,3,45,39,1,0,0.5,0,5.5,5.55,2.45,4.76,1.182,1.235,0,0.0220073349633252,0.0183715299009417,NA,NA,NA
"81",718552,"2023-04-16","N","night",9,6,0.6,7,9,0.438,"HOU","American League","American League West","TEX","American League","American League West",0,1,0.608192060650732,3,5,5,2,2,53,38,1,0,1,1,0.586303939962477,3,5,5,2,3,46,50,1,0,0.5,0.333333333333333,3.6,6.33333333333333,8.22,1.89,1.696,1.211,0,0.170192060650732,-0.0136960600375234,NA,NA,NA
"82",718540,"2023-04-17","N","day",8,8,0.5,8,9,0.471,"BOS","American League","American League East","LAA","American League","American League West",0,0,0.517538461538462,3,6,4,3,0,52,46,0,0,3,0,0.577542245775422,2,4,6,1,3,47,48,1,0,0.666666666666667,NA,6.33333333333333,NA,0.47,NA,0.947,NA,0,0.0465384615384615,0.0775422457754225,NA,NA,NA
"83",718542,"2023-04-17","N","night",14,3,0.824,7,9,0.438,"CIN","National League","National League Central","TBR","American League","American League East",1,0,0.467355125032005,2,3,7,2,2,49,53,1,0,0,0,0.880487804878049,3,8,2,1,2,70,29,0,0,0,0,6,4.66666666666667,3,5.14,1,1.643,1,0.0293551250320048,0.0564878048780488,NA,NA,NA
"84",718544,"2023-04-17","N","night",5,10,0.333,9,8,0.529,"MIA","National League","National League East","SFG","National League","National League West",0,0,0.299152753550959,4,6,4,3,1,39,47,1,0,0,0,0.45840554592721,1,3,7,1,3,50,56,2,1,0,NA,5.66666666666667,NA,4.76,NA,1.235,NA,1,-0.229847246449041,0.12540554592721,NA,NA,NA
"85",718539,"2023-04-17","N","night",10,6,0.625,4,13,0.235,"KCR","American League","American League Central","TEX","American League","American League West",0,0,0.302489626556017,1,3,7,0,4,40,59,1,0,1,2,0.632711621233859,3,6,4,3,3,53,44,1,0,0.333333333333333,0,5.4,5.7,4.32,5.19,1.02,1.442,0,0.0674896265560166,0.00771162123385938,NA,NA,NA
"86",718538,"2023-04-17","N","night",10,7,0.588,7,10,0.412,"STL","National League","National League Central","ARI","National League","National League West",0,0,0.450476668339187,3,5,5,2,2,38,42,2,0,0,0,0.485717200571312,2,6,4,1,2,50,40,0,0,0,0.333333333333333,5.03333333333333,5.03333333333333,2.93,1.76,1.435,1.5,0,0.0384766683391872,-0.102282799428688,NA,NA,NA
"87",718537,"2023-04-17","N","night",10,7,0.588,8,9,0.471,"HOU","American League","American League West","TOR","American League","American League East",0,0,0.547511312217195,2,5,5,2,2,51,41,1,0,0,0,0.5,3,7,3,3,1,53,48,2,0,0.333333333333333,0.333333333333333,6.66666666666667,5.66666666666667,1.35,4.24,1,1.177,1,0.0765113122171946,-0.088,NA,NA,NA
"88",718535,"2023-04-17","N","night",10,7,0.588,5,12,0.294,"COL","National League","National League West","PIT","National League","National League Central",0,0,0.328859060402685,0,3,7,3,4,41,58,0,0,0,0,0.463552197509844,2,5,5,2,2,43,50,2,1,0,0.666666666666667,5,6.06666666666667,7.2,0.96,1.333,0.964,0,0.0348590604026846,-0.124447802490156,NA,NA,NA
"89",718536,"2023-04-17","N","night",9,6,0.6,3,14,0.176,"OAK","American League","American League West","CHC","National League","National League Central",1,0,0.197442087421028,1,1,9,0,3,40,84,1,0,0,0,0.621240382373514,3,7,3,3,1,57,38,1,0,0,0,3,4.73333333333333,12,5.52,3,1.5,0,0.0214420874210283,0.0212403823735137,NA,NA,NA
"90",718533,"2023-04-17","N","night",13,4,0.765,8,10,0.444,"SDP","National League","National League West","ATL","National League","National League East",0,0,0.486113789778206,1,5,5,1,3,40,38,1,0,3,1,0.65600624024961,5,7,3,3,0,55,49,1,0,0,0.5,3.1,5,2.7,2.7,1.2,1.1,0,0.0421137897782063,-0.10899375975039,NA,NA,NA
"91",718534,"2023-04-17","N","night",12,5,0.706,8,9,0.471,"SEA","American League","American League West","MIL","National League","National League Central",1,0,0.556956875508544,4,6,4,3,1,48,40,2,0,0,0,0.711764705882353,3,6,4,4,3,39,33,1,0,0.333333333333333,0,5.7,5.55,5.19,8.74,1.096,2.029,0,0.0859568755085436,0.00576470588235301,NA,NA,NA
"92",718532,"2023-04-17","N","night",11,6,0.647,8,9,0.471,"LAD","National League","National League West","NYM","National League","National League East",0,0,0.616783336178931,2,4,6,1,2,47,54,0,0,0,0,0.586303939962477,4,7,3,3,1,58,36,1,1,0,0.333333333333333,4.73333333333333,6.03333333333333,4.91,1.47,1.841,0.764,0,0.145783336178931,-0.0606960600375235,NA,NA,NA
"93",718541,"2023-04-18","N","night",9,8,0.529,6,9,0.4,"DET","American League","American League Central","CLE","American League","American League Central",0,1,0.248286820935545,3,4,6,2,3,40,60,3,0,0,0,0.486669036615713,2,5,5,3,1,42,49,2,0,0,0,4.2,5.33333333333333,1.93,4.5,0.857,1.313,NA,-0.151713179064455,-0.0423309633842873,NA,NA,NA
"94",718543,"2023-04-18","N","night",7,10,0.412,6,11,0.353,"CHW","American League","American League Central","PHI","National League","National League East",1,0,0.367887134699362,1,3,7,1,3,48,65,2,0,0,0,0.404501653962318,2,5,5,2,2,57,49,1,0,0,0,5,5,4.8,6,1.333,1.667,NA,0.0148871346993618,-0.00749834603768157,NA,NA,NA
"95",718530,"2023-04-18","Y","day",9,8,0.529,6,9,0.4,"DET","American League","American League Central","CLE","American League","American League Central",0,1,0.248286820935545,3,4,6,2,3,40,60,3,0,0,0,0.486669036615713,2,5,5,3,1,42,49,2,0,0,0,4.06666666666667,4.5,8.53,4,1.5,1.556,1,-0.151713179064455,-0.0423309633842873,NA,NA,NA
"96",718541,"2023-04-18","Y","day",9,9,0.5,7,9,0.438,"DET","American League","American League Central","CLE","American League","American League Central",0,1,0.248286820935545,3,4,6,2,3,40,60,3,0,0,0,0.486669036615713,2,5,5,3,1,42,49,2,0,0,0,4.2,5.33333333333333,1.93,4.5,0.857,1.313,1,-0.189713179064455,-0.0133309633842872,NA,NA,NA
"97",718525,"2023-04-18","Y","day",7,10,0.412,6,11,0.353,"CHW","American League","American League Central","PHI","National League","National League East",1,0,0.367887134699362,1,3,7,1,3,48,65,2,0,0,0,0.404501653962318,2,5,5,2,2,57,49,1,0,0,0,5.06666666666667,5.33333333333333,4.02,7.31,1.404,1.625,0,0.0148871346993618,-0.00749834603768157,NA,NA,NA
"98",718543,"2023-04-18","Y","day",7,11,0.389,7,11,0.389,"CHW","American League","American League Central","PHI","National League","National League East",1,0,0.367887134699362,1,3,7,1,3,48,65,2,0,0,0,0.404501653962318,2,5,5,2,2,57,49,1,0,0,0,5,5,4.8,6,1.333,1.667,1,-0.0211128653006382,0.0155016539623184,NA,NA,NA
"99",718526,"2023-04-18","N","night",15,3,0.833,7,10,0.412,"CIN","National League","National League Central","TBR","American League","American League East",1,0,0.512343797622676,3,4,6,3,2,55,49,1,0,1,0,0.841017488076312,2,7,3,1,3,62,32,0,0,1,0.666666666666667,5,5.66666666666667,5.4,2.12,1.2,1.412,0,0.100343797622676,0.00801748807631164,NA,NA,NA
"100",718528,"2023-04-18","N","night",5,11,0.313,10,8,0.556,"MIA","National League","National League East","SFG","National League","National League West",0,0,0.31586641178455,4,6,4,3,1,38,48,1,0,1,0,0.453741794310722,1,3,7,1,3,50,53,2,0,0,0,3.6,3.73333333333333,1.17,4.63,1.565,1.971,1,-0.24013358821545,0.140741794310722,NA,NA,NA
"101",718531,"2023-04-18","N","night",10,7,0.588,5,12,0.294,"WSN","National League","National League East","BAL","American League","American League East",1,0,0.363739591218774,1,4,6,1,2,45,44,0,0,0,0,0.538616275525754,3,6,4,2,1,60,53,1,0,0,0,4.03333333333333,5.4,9.49,4.32,1.784,1.44,0,0.0697395912187737,-0.0493837244742457,NA,NA,NA
"102",718529,"2023-04-18","N","night",9,8,0.529,10,7,0.588,"NYY","American League","American League East","LAA","American League","American League West",0,0,0.695188523549575,3,6,4,2,2,45,35,0,0,0,0,0.579491255961844,2,4,6,1,3,48,49,1,0,NA,0,NA,3.4,NA,8.44,NA,1.969,0,0.107188523549575,0.0504912559618441,NA,NA,NA
"103",718524,"2023-04-18","N","night",10,7,0.588,9,9,0.5,"BOS","American League","American League East","MIN","American League","American League Central",0,0,0.511109739538329,3,5,5,3,1,50,48,0,0,0,0,0.662162162162162,3,6,4,2,2,39,34,2,0,0.666666666666667,0.333333333333333,5.66666666666667,4,0.53,11.25,1,2.083,1,0.0111097395383286,0.0741621621621622,NA,NA,NA
"104",718522,"2023-04-18","N","night",11,6,0.647,4,14,0.222,"KCR","American League","American League Central","TEX","American League","American League West",0,0,0.28277734678045,1,3,7,0,4,37,57,1,0,1,3,0.654054054054054,3,6,4,4,3,52,42,1,0,0.333333333333333,0.666666666666667,5.06666666666667,5.66666666666667,6.32,2.12,1.532,1.118,0,0.06077734678045,0.00705405405405402,NA,NA,NA
"105",718527,"2023-04-18","N","night",11,7,0.611,7,11,0.389,"STL","National League","National League Central","ARI","National League","National League West",0,0,0.433628318584071,2,5,5,2,3,41,44,2,0,0,1,0.506711107107468,3,7,3,2,2,54,38,0,0,2,0.666666666666667,12.1,6.03333333333333,1.46,2.45,1.054,1.091,0,0.0446283185840708,-0.104288892892532,NA,NA,NA
"106",718520,"2023-04-18","N","night",11,7,0.611,8,10,0.444,"HOU","American League","American League West","TOR","American League","American League East",0,0,0.5879173290938,3,5,5,2,2,52,41,1,1,1,0,0.459132809832707,2,6,4,2,2,49,54,2,0,0.333333333333333,NA,5.03333333333333,NA,7.63,NA,1.63,NA,0,0.1439173290938,-0.151867190167293,NA,NA,NA
"107",718521,"2023-04-18","N","night",11,7,0.611,5,13,0.278,"COL","National League","National League West","PIT","National League","National League Central",0,0,0.287107830213551,0,2,8,2,5,43,72,0,0,0,1,0.538901987201078,3,5,5,3,2,44,44,2,0,0.333333333333333,NA,4.36666666666667,NA,5.4,NA,1.575,NA,0,0.00910783021355127,-0.0720980127989221,NA,NA,NA
"108",718523,"2023-04-18","N","night",10,6,0.625,3,15,0.167,"OAK","American League","American League West","CHC","National League","National League Central",1,0,0.178832116788321,0,1,9,0,4,36,85,1,0,0,1,0.671900907051595,3,7,3,3,1,55,34,1,0,0.666666666666667,0,6,5,1,10.2,1,1.933,0,0.0118321167883212,0.0469009070515947,NA,NA,NA
"109",718519,"2023-04-18","N","night",14,4,0.778,8,11,0.421,"SDP","National League","National League West","ATL","National League","National League East",0,0,0.47262328895556,1,4,6,1,4,35,36,1,0,3,2,0.66619007569386,5,7,3,4,0,50,43,1,0,0.333333333333333,0,5.33333333333333,4.33333333333333,3.38,6.92,1.188,2.154,0,0.0516232889555597,-0.11180992430614,NA,NA,NA
"110",718517,"2023-04-18","N","night",13,5,0.722,8,10,0.444,"SEA","American League","American League West","MIL","National League","National League Central",1,0,0.526647717178895,4,6,4,3,1,48,43,2,0,0,1,0.722950819672131,4,6,4,5,3,42,36,1,0,0,0.333333333333333,5.2,5.4,1.59,2.7,0.529,1.08,0,0.082647717178895,0.000950819672131176,NA,NA,NA
"111",718516,"2023-04-18","N","night",11,7,0.611,9,9,0.5,"LAD","National League","National League West","NYM","National League","National League East",0,0,0.595498346037682,2,3,7,1,3,48,60,0,0,0,1,0.591330472103004,5,8,2,4,0,60,35,1,0,1,0.666666666666667,5.33333333333333,6,2.25,3.5,1.188,1.111,1,0.0954983460376816,-0.0196695278969957,NA,NA,NA
"112",718515,"2023-04-19","N","day",16,3,0.842,7,11,0.389,"CIN","National League","National League Central","TBR","American League","American League East",1,0,0.453588774959525,2,4,6,3,3,53,56,1,0,1,1,0.862068965517241,2,7,3,2,3,61,32,0,0,0.666666666666667,NA,5.7,NA,2.6,NA,0.865,NA,0,0.0645887749595251,0.0200689655172414,NA,NA,NA
"113",718513,"2023-04-19","N","day",10,9,0.526,7,10,0.412,"DET","American League","American League Central","CLE","American League","American League Central",0,1,0.271910112359551,5,5,5,4,3,37,52,3,0,2,0,0.474699759807846,2,4,6,2,3,36,45,1,0,0,0.333333333333333,5.06666666666667,4.33333333333333,5.74,9,1.66,1.923,0,-0.140089887640449,-0.0513002401921537,NA,NA,NA
"114",718511,"2023-04-19","N","day",6,11,0.353,10,9,0.526,"MIA","National League","National League East","SFG","National League","National League West",0,0,0.33671883096694,4,7,3,4,1,39,41,1,0,2,0,0.442862919530934,0,2,8,0,4,36,51,2,0,0,0.333333333333333,4.7,5,3.14,4.2,1.465,1.2,0,-0.18928116903306,0.0898629195309341,NA,NA,NA
"115",718512,"2023-04-19","N","day",11,8,0.579,8,11,0.421,"STL","National League","National League Central","ARI","National League","National League West",0,0,0.433628318584071,2,4,6,2,4,42,52,2,0,0,2,0.512193308550186,3,7,3,3,2,56,42,0,0,0,0,4.4,4.7,7.9,5.65,2.122,1.744,1,0.0126283185840708,-0.0668066914498141,NA,NA,NA
"116",718514,"2023-04-19","N","day",12,6,0.667,4,15,0.211,"KCR","American League","American League Central","TEX","American League","American League West",0,0,0.246153846153846,0,2,8,0,5,36,68,1,0,1,4,0.696572861521315,4,7,3,5,2,64,42,1,0,NA,0.333333333333333,NA,5.33333333333333,NA,7.88,NA,1.438,0,0.0351538461538462,0.0295728615213151,NA,NA,NA
"117",718510,"2023-04-19","N","day",8,11,0.421,7,12,0.368,"CHW","American League","American League Central","PHI","National League","National League East",1,0,0.377568049720895,2,4,6,2,3,40,43,2,0,1,1,0.411807937285644,3,4,6,3,3,56,52,1,0,0.333333333333333,0.666666666666667,5,5.36666666666667,4.2,2.2,1.4,1.347,0,0.00956804972089542,-0.00919206271435569,NA,NA,NA
"118",718508,"2023-04-19","N","day",12,7,0.632,9,10,0.474,"LAD","National League","National League West","NYM","National League","National League East",0,0,0.62098241358399,2,4,6,2,3,50,54,0,0,1,1,0.557137080469066,4,7,3,4,1,51,37,1,0,0.666666666666667,0,5.36666666666667,5.33333333333333,4.41,5.63,1.225,1.25,0,0.14698241358399,-0.074862919530934,NA,NA,NA
"119",718509,"2023-04-19","N","day",12,7,0.632,5,14,0.263,"COL","National League","National League West","PIT","National League","National League Central",0,0,0.286083403437087,0,2,8,2,5,41,67,0,0,0,2,0.54926258172419,3,6,4,4,2,44,36,2,0,0.333333333333333,0,6.03333333333333,4.7,2.45,8.16,1.2,1.605,0,0.0230834034370869,-0.0827374182758096,NA,NA,NA
"120",718506,"2023-04-19","N","day",11,6,0.647,3,16,0.158,"OAK","American League","American League West","CHC","National League","National League Central",1,0,0.170416487762988,0,1,9,0,5,36,78,1,0,0,2,0.692307692307692,4,7,3,4,1,57,34,1,0,0.666666666666667,NA,6.33333333333333,NA,1.42,NA,0.842,NA,0,0.0124164877629884,0.0453076923076923,NA,NA,NA
"121",718507,"2023-04-19","N","day",14,5,0.737,9,11,0.45,"SDP","National League","National League West","ATL","National League","National League East",0,0,0.429387890333803,1,3,7,1,5,32,43,1,0,3,3,0.696704924102184,5,8,2,5,0,54,39,1,0,0.666666666666667,0,5.36666666666667,5.73333333333333,3.86,5.6,1.714,1.415,1,-0.0206121096661973,-0.0402950758978156,NA,NA,NA
"122",718502,"2023-04-19","N","day",14,5,0.737,8,11,0.421,"SEA","American League","American League West","MIL","National League","National League Central",1,0,0.518627072888546,3,5,5,3,2,48,46,3,0,0,2,0.713719270420301,4,7,3,6,3,48,35,2,1,0.666666666666667,0.5,5.03333333333333,5.1,5.28,4.22,1.565,1.594,0,0.0976270728885461,-0.0232807295796986,NA,NA,NA
"123",718518,"2023-04-19","N","night",11,7,0.611,5,13,0.278,"WSN","National League","National League East","BAL","American League","American League East",1,0,0.358147768564241,1,4,6,1,3,45,44,0,0,0,1,0.543871278775461,4,6,4,3,1,54,47,1,0,0,0.666666666666667,1.2,5,0,3,1.2,1.467,0,0.0801477685642411,-0.0671287212245389,NA,NA,NA
"124",718504,"2023-04-19","N","night",9,9,0.5,11,7,0.611,"NYY","American League","American League East","LAA","American League","American League West",0,0,0.664519098021169,2,6,4,2,3,41,33,0,0,0,1,0.594677172951676,2,5,5,2,3,50,47,1,0,0,0.666666666666667,5,3.4,3.6,6.75,1,1.406,1,0.0535190980211689,0.0946771729516764,NA,NA,NA
"125",718505,"2023-04-19","N","night",11,7,0.611,9,10,0.474,"BOS","American League","American League East","MIN","American League","American League Central",0,0,0.515869017632242,4,5,5,4,1,41,47,1,0,1,0,0.642295035055087,2,5,5,2,3,40,37,2,1,1,0,6.33333333333333,4.33333333333333,2.84,6.92,0.632,1.462,0,0.0418690176322418,0.0312950350550866,NA,NA,NA
"126",718501,"2023-04-19","N","night",11,8,0.579,9,10,0.474,"HOU","American League","American League West","TOR","American League","American League East",0,0,0.572781065088757,2,5,5,2,3,52,42,0,0,1,1,0.471773936339861,3,6,4,2,2,49,53,2,0,NA,0,NA,4.66666666666667,NA,7.71,NA,1.857,1,0.0987810650887574,-0.107226063660139,NA,NA,NA
"127",718497,"2023-04-20","N","day",11,8,0.579,10,10,0.5,"BOS","American League","American League East","MIN","American League","American League Central",0,0,0.485224901741957,3,4,6,4,2,41,56,1,0,1,1,0.67032221594121,2,5,5,3,3,41,35,2,0,0,0.666666666666667,5.5,4.66666666666667,4.09,4.5,1,1.357,1,-0.0147750982580426,0.0913222159412098,NA,NA,NA
"128",718496,"2023-04-20","N","day",9,10,0.474,12,7,0.632,"NYY","American League","American League East","LAA","American League","American League West",0,0,0.665564679535033,3,6,4,3,3,40,34,1,0,1,1,0.585779122541604,2,4,6,2,4,43,45,2,1,0.333333333333333,0.666666666666667,4.73333333333333,5.7,1.23,2.6,1.159,1.039,1,0.0335646795350325,0.111779122541604,NA,NA,NA
"129",718500,"2023-04-20","N","night",7,12,0.368,13,7,0.65,"PIT","National League","National League Central","CIN","National League","National League Central",0,1,0.604962656626134,4,6,4,1,2,57,39,2,0,1,2,0.411807937285644,2,3,7,0,3,47,60,1,0,NA,0.333333333333333,NA,5,NA,6,NA,1.733,1,-0.0450373433738658,0.0438079372856443,NA,NA,NA
"130",718498,"2023-04-20","N","night",6,14,0.3,8,12,0.4,"PHI","National League","National League East","COL","National League","National League West",0,0,0.43081564118618,3,5,5,1,2,57,48,1,0,0,0,0.255206025697829,0,2,8,0,3,38,74,0,0,0,0.333333333333333,4.36666666666667,4.06666666666667,8.78,2.13,1.95,0.947,0,0.0308156411861802,-0.044793974302171,NA,NA,NA
"131",718499,"2023-04-20","N","night",10,10,0.5,11,7,0.611,"CHC","National League","National League Central","LAD","National League","National League West",0,0,0.731363331094694,4,7,3,2,2,59,33,1,0,2,1,0.604962656626134,2,4,6,2,2,45,47,0,0,0,0,4.33333333333333,Inf,9,12.46,1.615,1.846,0,0.120363331094694,0.104962656626134,NA,NA,NA
"132",718494,"2023-04-20","N","night",10,11,0.476,11,9,0.55,"ARI","National League","National League West","SDP","National League","National League West",0,1,0.461804520245691,3,6,4,3,1,49,48,0,0,1,1,0.436159764282207,2,3,7,1,2,23,41,1,0,0.666666666666667,0.333333333333333,5.36666666666667,5.66666666666667,6.06,3.71,1.469,1.177,0,-0.0881954797543086,-0.0398402357177934,NA,NA,NA
"133",718503,"2023-04-20","N","night",13,7,0.65,6,12,0.333,"SFG","National League","National League West","NYM","National League","National League East",0,0,0.463463537798901,1,3,7,2,3,40,50,3,0,0,0,0.566371681415929,4,7,3,5,1,51,38,1,0,0.666666666666667,0,5.33333333333333,5.55,3.38,4.76,1.438,1.147,0,0.130463537798901,-0.0836283185840708,NA,NA,NA
"134",718491,"2023-04-21","N","day",10,11,0.476,12,7,0.632,"CHC","National League","National League Central","LAD","National League","National League West",0,0,0.700762519749949,4,7,3,2,2,59,31,1,1,2,2,0.621161755591864,2,5,5,3,1,45,38,0,0,NA,0.333333333333333,NA,5.03333333333333,NA,4.7,NA,1.304,1,0.0687625197499485,0.145161755591864,NA,NA,NA
"135",718492,"2023-04-21","N","night",7,13,0.35,14,7,0.667,"PIT","National League","National League Central","CIN","National League","National League Central",0,1,0.60629786261287,4,7,3,2,1,59,34,2,0,2,2,0.409836065573771,1,3,7,0,3,46,59,0,0,0.666666666666667,0.25,6.33333333333333,5.8,1.42,3.8,1.158,1.352,1,-0.06070213738713,0.0598360655737705,NA,NA,NA
"136",718486,"2023-04-21","N","night",7,13,0.35,17,3,0.85,"TBR","American League","American League East","CHW","American League","American League Central",0,0,0.876170191688543,3,7,3,4,0,58,32,0,0,0,0,0.367021843367075,2,3,7,1,3,31,43,2,0,0,0,5.06666666666667,8.2,6.32,4.15,1.66,1.269,1,0.0261701916885433,0.0170218433670751,NA,NA,NA
"137",718495,"2023-04-21","N","night",7,11,0.389,12,7,0.632,"BAL","American League","American League East","DET","American League","American League Central",0,0,0.564248704663212,4,7,3,3,2,57,43,1,0,0,0,0.273071104387292,4,5,5,1,2,36,49,3,0,0,0,4,8.05,13.5,3.86,2.5,0.735,1,-0.0677512953367876,-0.115928895612708,NA,NA,NA
"138",718493,"2023-04-21","N","night",6,15,0.286,9,12,0.429,"PHI","National League","National League East","COL","National League","National League West",0,0,0.407066795740561,3,4,6,0,3,42,50,1,0,0,1,0.28155570329566,1,2,8,1,3,36,68,0,0,0,0.25,5,5.275,0,5.91,1.2,1.453,1,-0.0219332042594385,-0.00444429670434038,NA,NA,NA
"139",718487,"2023-04-21","N","night",12,8,0.6,12,8,0.6,"NYY","American League","American League East","TOR","American League","American League East",0,1,0.68988864142539,4,6,4,4,3,44,34,1,0,0,0,0.435751295336788,2,6,4,2,2,45,52,2,0,0.666666666666667,NA,5.03333333333333,NA,4.7,NA,1.239,NA,0,0.0898886414253898,-0.164248704663212,NA,NA,NA
"140",718489,"2023-04-21","N","night",10,10,0.5,14,6,0.7,"ATL","National League","National League East","HOU","American League","American League West",1,0,0.690112952911838,4,8,2,3,1,53,36,1,0,0,0,0.608517662594916,3,6,4,3,1,54,34,0,0,0.666666666666667,0.666666666666667,6.06666666666667,5.73333333333333,1.93,1.53,1.018,1.245,0,-0.0098870470881619,0.108517662594916,NA,NA,NA
"141",718490,"2023-04-21","N","night",4,16,0.2,12,7,0.632,"TEX","American League","American League West","OAK","American League","American League West",0,1,0.724877203120485,4,8,2,2,1,73,35,1,0,0,0,0.156330940575742,0,1,9,1,3,38,79,1,0,0,0.333333333333333,5.06666666666667,4.66666666666667,4.6,3.21,1.085,1.214,0,0.0928772031204854,-0.0436690594242581,NA,NA,NA
"142",718482,"2023-04-21","N","night",6,13,0.316,11,9,0.55,"MIN","American League","American League Central","WSN","National League","National League East",1,0,0.614120010959905,1,5,5,2,1,45,41,2,0,0,0,0.336808902129151,1,3,7,2,3,35,43,0,0,0.333333333333333,0.333333333333333,5.03333333333333,5.03333333333333,3.52,4.11,1.174,1.435,0,0.0641200109599049,0.020808902129151,NA,NA,NA
"143",718483,"2023-04-21","N","night",11,10,0.524,14,6,0.7,"MIL","National League","National League Central","BOS","American League","American League East",1,0,0.714851485148515,4,7,3,0,0,47,37,2,0,0,0,0.513696060037523,3,5,5,0,3,52,60,1,0,0,0.666666666666667,4.66666666666667,5.66666666666667,4.5,3.18,1.357,1.294,0,0.0148514851485149,-0.0103039399624766,NA,NA,NA
"144",718485,"2023-04-21","N","night",4,16,0.2,10,10,0.5,"LAA","American League","American League West","KCR","American League","American League Central",0,0,0.545880026367831,2,4,6,2,1,35,42,1,0,0,0,0.22341313137796,0,1,9,1,3,33,75,1,0,Inf,0.5,Inf,5.25,6.75,0.86,2,0.905,1,0.0458800263678313,0.0234131313779603,NA,NA,NA
"145",718484,"2023-04-21","N","night",10,12,0.455,12,9,0.571,"ARI","National League","National League West","SDP","National League","National League West",0,1,0.453944260746339,3,5,5,2,2,43,49,0,0,1,2,0.452488687782805,2,4,6,2,1,30,41,1,0,0.666666666666667,0.5,5.4,6.025,2.7,3.33,1.32,0.945,1,-0.117055739253661,-0.00251131221719458,NA,NA,NA
