"","game_pk","officialDate","doubleHeader","dayNight","teams.away.leagueRecord.wins","teams.away.leagueRecord.losses","teams.away.leagueRecord.pct","teams.home.leagueRecord.wins","teams.home.leagueRecord.losses","teams.home.leagueRecord.pct","home_team_abb","league_home","division_home","away_team_abb","league_away","division_away","interplay","intradivision","home_exp_pct","wins_last5","home_wins_last10","home_losses_last10","home_wins_last10_athome","home_losses_last10_athome","home_runs_scored_last10","home_runs_against_last10","home_extra_innings_games","home_extra_innings_games_last","htoh_wins_home","htoh_wins_away","away_exp_pct","away_wins_last5","away_wins_last10","away_losses_last10","away_wins_last10_away","away_losses_last10_away","away_runs_scored_last10","away_runs_against_last10","away_extra_innings_games","away_extra_innings_games_last","away_pitcher_winpct","home_pitcher_winpct","away_pitcher_mean_ip","home_pitcher_mean_ip","away_pitcher_ERA","home_pitcher_ERA","away_pitcher_WHIP","home_pitcher_WHIP","winHome","home_dif_win_pct","away_dif_win_pct","description","rescheduledFrom","rescheduledFromDate"
"146",718481,"2023-04-21","N","night",8,12,0.4,9,11,0.45,"SEA","American League","American League West","STL","National League","National League Central",1,0,0.505916952594356,2,4,6,3,3,48,49,3,1,0,0,0.489131718842292,2,5,5,2,1,55,51,2,0,0,0.333333333333333,5.4,5.4,6.48,3.78,1.8,1.26,1,0.0559169525943561,0.0891317188422918,NA,NA,NA
"147",718480,"2023-04-21","N","night",14,7,0.667,6,13,0.316,"SFG","National League","National League West","NYM","National League","National League East",0,0,0.438092209856916,1,3,7,2,3,39,53,3,0,0,1,0.589167188478397,4,8,2,6,1,58,35,1,0,NA,0.333333333333333,NA,6.33333333333333,NA,1.42,NA,0.632,0,0.122092209856916,-0.077832811521603,NA,NA,NA
"148",718488,"2023-04-22","N","night",11,9,0.55,10,10,0.5,"CLE","American League","American League Central","MIA","National League","National League East",1,0,0.481601324403642,2,5,5,2,2,37,44,1,1,0,0,0.325144778628806,3,7,3,3,1,39,41,2,1,0,0.333333333333333,6.55,4.33333333333333,3.38,6.92,1.575,1.615,NA,-0.0183986755963579,-0.224855221371194,NA,NA,NA
"149",718476,"2023-04-22","N","day",12,9,0.571,13,8,0.619,"NYY","American League","American League East","TOR","American League","American League East",0,1,0.652148855590318,3,6,4,4,4,43,37,1,0,0,1,0.463778218671242,2,6,4,2,2,39,42,1,0,0.25,1,4.775,7.025,6.98,0.95,1.966,0.741,1,0.0331488555903178,-0.107221781328758,NA,NA,NA
"150",718468,"2023-04-22","N","day",7,13,0.35,11,10,0.524,"MIN","American League","American League Central","WSN","National League","National League East",1,0,0.604109589041096,1,5,5,2,1,44,40,2,1,0,1,0.347851144409682,2,3,7,2,3,31,39,0,0,0,NA,4.73333333333333,NA,8.59,NA,1.705,NA,0,0.0801095890410959,-0.0021488555903178,NA,NA,NA
"151",718479,"2023-04-22","N","day",11,11,0.5,12,8,0.6,"CHC","National League","National League Central","LAD","National League","National League West",0,0,0.74896265560166,4,7,3,2,2,69,29,0,0,3,2,0.549875311720698,2,4,6,2,2,36,50,0,0,0.25,0.333333333333333,6,4.33333333333333,3,6.23,0.917,1.769,0,0.14896265560166,0.0498753117206983,NA,NA,NA
"152",718475,"2023-04-22","N","day",6,16,0.273,10,12,0.455,"PHI","National League","National League East","COL","National League","National League West",0,0,0.415191777387816,3,5,5,1,2,42,45,1,1,1,1,0.284078299081184,1,1,9,1,4,32,68,0,0,0.5,NA,5.275,NA,3.8,NA,1.266,NA,1,-0.0398082226121835,0.0110782990811842,NA,NA,NA
"153",718473,"2023-04-22","Y","day",11,9,0.55,10,10,0.5,"CLE","American League","American League Central","MIA","National League","National League East",1,0,0.481601324403642,2,5,5,2,2,37,44,1,1,0,0,0.325144778628806,3,7,3,3,1,39,41,2,1,0,0.25,Inf,6.25,14.4,2.88,2.8,1.12,0,-0.0183986755963579,-0.224855221371194,NA,NA,NA
"154",718488,"2023-04-22","Y","day",12,9,0.571,10,11,0.476,"CLE","American League","American League Central","MIA","National League","National League East",1,0,0.481601324403642,2,5,5,2,2,37,44,1,1,0,0,0.325144778628806,3,7,3,3,1,39,41,2,1,0,0.333333333333333,6.55,4.33333333333333,3.38,6.92,1.575,1.615,0,0.00560132440364214,-0.245855221371194,NA,NA,NA
"155",718478,"2023-04-22","N","day",14,8,0.636,7,13,0.35,"SFG","National League","National League West","NYM","National League","National League East",0,0,0.403101228788765,1,2,8,1,4,36,59,3,0,0,2,0.622431950279105,4,8,2,7,1,60,35,1,0,0.25,0,5.05,5.8,6.1,4.94,1.645,1.225,1,0.0531012287887654,-0.0135680497208954,NA,NA,NA
"156",718477,"2023-04-22","N","day",7,14,0.333,18,3,0.857,"TBR","American League","American League East","CHW","American League","American League Central",0,0,0.859533073929961,4,7,3,4,0,65,39,0,0,1,0,0.371747211895911,1,3,7,1,3,38,50,2,0,0.5,1,5.525,5.75,2.01,1.57,1.075,1.13,1,0.00253307392996116,0.0387472118959107,NA,NA,NA
"157",718474,"2023-04-22","N","night",7,14,0.333,15,7,0.682,"PIT","National League","National League Central","CIN","National League","National League Central",0,1,0.613098425618507,5,7,3,2,1,56,32,2,0,3,2,0.402499335283169,1,3,7,0,3,42,56,0,0,0,0.25,4,5.25,13.5,5.57,2.75,1.333,1,-0.068901574381493,0.0694993352831694,NA,NA,NA
"158",718472,"2023-04-22","N","night",7,12,0.368,13,7,0.65,"BAL","American League","American League East","DET","American League","American League Central",0,0,0.568459180830315,4,8,2,4,1,56,39,1,0,1,0,0.271531197029623,3,5,5,1,3,32,37,3,0,0,0.75,4.06666666666667,5.8,6.39,4.18,1.342,1.268,1,-0.0815408191696851,-0.096468802970377,NA,NA,NA
"159",718469,"2023-04-22","N","night",4,17,0.19,13,7,0.65,"TEX","American League","American League West","OAK","American League","American League West",0,1,0.710754278470315,4,7,3,2,2,69,38,1,0,0,1,0.169403630077787,1,2,8,2,2,42,78,1,0,0,0.333333333333333,4.06666666666667,4.06666666666667,11.37,4.97,1.658,1.421,1,0.0607542784703148,-0.0205963699222126,NA,NA,NA
"160",718470,"2023-04-22","N","night",11,11,0.5,15,6,0.714,"MIL","National League","National League Central","BOS","American League","American League East",1,0,0.694482609010051,4,7,3,0,1,50,39,2,0,0,1,0.52201575047523,3,6,4,1,2,55,56,1,0,0.5,0.666666666666667,6,6,4.5,1.5,1.083,0.944,1,-0.0195173909899486,0.0220157504752299,NA,NA,NA
"161",718471,"2023-04-22","N","night",11,10,0.524,14,7,0.667,"ATL","National League","National League East","HOU","American League","American League West",1,0,0.669269124786773,3,8,2,3,1,55,32,1,1,0,1,0.613262599469496,3,6,4,3,1,55,37,0,0,0.25,0,6.25,4.1,1.8,6.23,1.16,1.731,0,0.00226912478677332,0.089262599469496,NA,NA,NA
"162",718467,"2023-04-22","N","night",11,12,0.478,12,10,0.545,"ARI","National League","National League West","SDP","National League","National League West",0,1,0.5,3,5,5,2,2,49,49,0,0,2,2,0.404832690239737,2,3,7,1,2,26,48,1,0,NA,0.25,NA,5.275,NA,2.53,NA,1.266,0,-0.045,-0.0731673097602631,NA,NA,NA
"163",718466,"2023-04-22","N","night",5,16,0.238,10,11,0.476,"LAA","American League","American League West","KCR","American League","American League Central",0,0,0.556635345604325,3,5,5,3,0,33,36,1,0,1,0,0.217223088923557,0,1,9,1,3,32,74,1,0,0,0.333333333333333,5.525,4.73333333333333,4.03,6.75,1.254,1.841,0,0.0806353456043249,-0.0207769110764431,NA,NA,NA
"164",718464,"2023-04-22","N","night",8,13,0.381,10,11,0.476,"SEA","American League","American League West","STL","National League","National League Central",1,0,0.522715539494063,2,5,5,4,3,47,44,2,1,1,0,0.473839916726018,2,5,5,2,1,53,49,2,0,0,0.5,5,6.05,8.1,0.73,2.05,0.608,1,0.046715539494063,0.0928399167260177,NA,NA,NA
"165",718458,"2023-04-23","N","day",6,17,0.261,11,12,0.478,"PHI","National League","National League East","COL","National League","National League West",0,0,0.422795839970018,4,6,4,2,1,44,45,0,0,2,1,0.286444906444906,1,1,9,1,5,29,63,0,0,NA,0.25,NA,5.05,NA,4.79,NA,1.452,1,-0.0552041600299822,0.0254449064449064,NA,NA,NA
"166",718459,"2023-04-23","N","day",7,13,0.35,14,7,0.667,"BAL","American League","American League East","DET","American League","American League Central",0,0,0.586521898000731,5,8,2,4,1,56,39,1,0,2,0,0.258215265929827,2,5,5,1,4,32,38,3,0,0.25,0,6,4.7,3,6.91,1.042,1.605,1,-0.0804781019992692,-0.0917847340701728,NA,NA,NA
"167",718463,"2023-04-23","N","day",7,15,0.318,16,7,0.696,"PIT","National League","National League Central","CIN","National League","National League Central",0,1,0.616330341858173,5,8,2,3,0,58,26,2,0,4,2,0.399010717230008,0,3,7,0,3,39,53,0,0,0,0.5,4.25,4.775,4.24,5.12,1.529,1.5,1,-0.079669658141827,0.0810107172300082,NA,NA,NA
"168",718462,"2023-04-23","N","day",12,10,0.545,14,8,0.636,"ATL","National League","National League East","HOU","American League","American League West",1,0,0.645924156464616,2,7,3,2,2,53,34,0,0,0,2,0.623076923076923,4,6,4,3,1,53,38,0,0,0.5,0.5,5.5,4.05,3.68,1.08,1.136,0.96,0,0.00992415646461631,0.078076923076923,NA,NA,NA
"169",718465,"2023-04-23","N","day",13,9,0.591,13,9,0.591,"NYY","American League","American League East","TOR","American League","American League East",0,1,0.653439357677758,3,6,4,5,4,35,37,1,0,1,1,0.459661811143934,2,5,5,2,3,32,42,1,0,0.25,0,6.05,3.525,3.65,8.79,1.176,1.884,0,0.0624393576777581,-0.131338188856066,NA,NA,NA
"170",718457,"2023-04-23","N","day",7,15,0.318,19,3,0.864,"TBR","American League","American League East","CHW","American League","American League Central",0,0,0.853807106598985,4,7,3,4,0,62,40,1,0,2,0,0.371361099184199,1,2,8,0,4,37,51,3,1,0.25,1,5.25,5.5,4.29,3.27,1.238,1.182,1,-0.0101928934010153,0.0533610991841992,NA,NA,NA
"171",718454,"2023-04-23","N","day",7,14,0.333,12,10,0.545,"MIN","American League","American League Central","WSN","National League","National League East",1,0,0.560023141452126,1,4,6,1,2,44,47,1,0,0,2,0.394073139974779,3,4,6,3,2,35,36,0,0,0.25,NA,5,NA,6.3,NA,1.75,NA,1,0.0150231414521261,0.0610731399747793,NA,NA,NA
"172",718461,"2023-04-23","N","day",12,11,0.522,15,7,0.682,"MIL","National League","National League Central","BOS","American League","American League East",1,0,0.690240728692258,4,7,3,1,1,48,42,2,0,1,1,0.516944284893739,3,6,4,1,2,52,52,1,0,0,0.5,2.2,5.55,16.88,4.76,3.375,1.059,0,0.00824072869225756,-0.00505571510626079,NA,NA,NA
"173",718451,"2023-04-23","N","day",12,11,0.522,12,9,0.571,"CHC","National League","National League Central","LAD","National League","National League West",0,0,0.712261496751752,3,6,4,1,3,59,29,0,0,3,3,0.57007500986972,3,5,5,3,1,45,49,0,0,0.75,0.5,6.25,6,2.52,0.75,0.92,0.917,0,0.141261496751752,0.0480750098697197,NA,NA,NA
"174",718453,"2023-04-23","N","day",4,18,0.182,14,7,0.667,"TEX","American League","American League West","OAK","American League","American League West",0,1,0.751768892610425,4,7,3,2,2,76,39,1,1,1,1,0.15114300300641,1,2,8,2,2,37,84,1,0,0,0.25,4.55,5.05,7.23,3.48,1.982,0.871,1,0.0847688926104249,-0.0308569969935901,NA,NA,NA
"175",718452,"2023-04-23","N","day",5,17,0.227,11,11,0.5,"LAA","American League","American League West","KCR","American League","American League Central",0,0,0.535851237064664,2,4,6,2,1,39,47,1,0,1,1,0.253886010362694,1,2,8,2,2,41,71,1,0,0,0,6.275,5.33333333333333,4.62,4.5,1.263,1.313,1,0.0358512370646635,0.0268860103626943,NA,NA,NA
"176",718456,"2023-04-23","N","day",12,12,0.5,12,11,0.522,"ARI","National League","National League West","SDP","National League","National League West",0,1,0.490566877280413,2,5,5,2,2,51,47,0,0,2,3,0.41944847605225,3,4,6,2,1,29,46,1,0,0,1,6.03333333333333,8,3.44,2.25,1.091,1.25,0,-0.0314331227195871,-0.0805515239477503,NA,NA,NA
"177",718450,"2023-04-23","N","day",9,13,0.409,10,12,0.455,"SEA","American League","American League West","STL","National League","National League Central",1,0,0.527007299270073,2,6,4,5,3,50,45,1,0,2,0,0.47002697572185,1,4,6,1,2,48,48,2,0,0.25,0,5.275,5.7,2.95,7.79,1.406,1.731,0,0.0720072992700729,0.0610269757218503,NA,NA,NA
"178",718455,"2023-04-23","N","day",14,9,0.609,8,13,0.381,"SFG","National League","National League West","NYM","National League","National League East",0,0,0.423529411764706,2,3,7,2,3,42,54,3,0,1,2,0.600989282769992,3,8,2,7,2,62,38,1,0,0.75,0,5.25,12.1,3,7.3,1.429,1.46,1,0.0425294117647059,-0.00801071723000824,NA,NA,NA
"179",718448,"2023-04-24","N","night",7,17,0.292,11,12,0.478,"CLE","American League","American League Central","COL","National League","National League West",1,0,0.467775467775468,2,4,6,1,3,35,38,0,0,0,0,0.273966513557564,1,1,9,1,6,28,65,0,0,0,0.25,4.025,5.3,12.12,4.15,2.143,1.431,0,-0.0102245322245322,-0.0180334864424359,NA,NA,NA
"180",718447,"2023-04-24","N","night",12,12,0.5,15,7,0.682,"BAL","American League","American League East","BOS","American League","American League East",0,1,0.590163934426229,5,8,2,4,1,46,32,2,0,1,2,0.543396226415094,3,7,3,2,1,61,48,1,0,0.25,0.25,4.5,4.75,8,6.16,1.667,1.368,1,-0.0918360655737706,0.0433962264150943,NA,NA,NA
"181",718449,"2023-04-24","N","night",12,11,0.522,20,3,0.87,"TBR","American League","American League East","HOU","American League","American League West",0,0,0.856453977316565,5,7,3,4,0,57,34,1,0,0,0,0.633225886436896,4,7,3,4,0,54,33,0,0,NA,1,NA,5.05,NA,2.61,NA,0.968,1,-0.013546022683435,0.111225886436896,NA,NA,NA
"182",718445,"2023-04-24","N","night",14,8,0.636,8,15,0.348,"CIN","National League","National League Central","TEX","American League","American League West",1,0,0.390243902439024,0,2,8,2,4,33,53,0,0,0,0,0.755848525154526,4,7,3,5,1,73,36,0,0,0.5,0.5,5.3,5.3,5.4,4.98,1.477,1.708,1,0.0422439024390244,0.119848525154526,NA,NA,NA
"183",718444,"2023-04-24","N","night",7,16,0.304,14,9,0.609,"TOR","American League","American League East","CHW","American League","American League Central",0,0,0.480399692544197,3,5,5,2,2,33,40,0,0,0,0,0.361228077347615,1,2,8,0,4,35,51,2,0,0,0.5,5.275,5.3,7.59,5.4,1.828,1.339,1,-0.128600307455803,0.0572280773476146,NA,NA,NA
"184",718443,"2023-04-24","N","night",12,11,0.522,15,8,0.652,"ATL","National League","National League East","MIA","National League","National League East",0,1,0.625612472160356,1,6,4,1,3,48,33,0,0,0,0,0.364839186431135,3,7,3,3,1,34,30,2,0,0.25,0.5,4.3,5.5,4.08,2.45,1.755,1.046,1,-0.0263875278396437,-0.157160813568865,NA,NA,NA
"185",718442,"2023-04-24","N","night",13,10,0.565,13,10,0.565,"MIN","American League","American League Central","NYY","American League","American League East",0,0,0.570238259192949,2,4,6,1,2,44,47,1,0,2,2,0.625243981782694,3,5,5,0,0,32,39,1,0,0.5,0.5,3.75,5.5,5.4,0.82,1.4,1.182,1,0.00523825919294874,0.0602439817826936,NA,NA,NA
"186",718441,"2023-04-24","N","night",8,13,0.381,15,8,0.652,"MIL","National League","National League Central","DET","American League","American League Central",1,0,0.64,3,7,3,1,2,50,47,2,1,0,0,0.25706940874036,2,5,5,1,4,30,31,4,1,0,0,4.66666666666667,5.1,4.5,4.22,1.5,0.938,0,-0.012,-0.12393059125964,NA,NA,NA
"187",718437,"2023-04-24","N","night",5,18,0.217,11,12,0.478,"LAA","American League","American League West","OAK","American League","American League West",0,1,0.539541939904081,2,4,6,2,1,40,48,1,0,2,1,0.150767911227854,1,1,9,1,3,31,85,1,0,0,NA,5,NA,7.65,NA,1.85,NA,0,0.0615419399040814,-0.0662320887721461,NA,NA,NA
"188",718438,"2023-04-24","N","night",5,18,0.217,13,11,0.542,"ARI","National League","National League West","KCR","American League","American League Central",1,0,0.482148549569653,1,4,6,1,3,49,51,0,0,0,0,0.257377445061579,1,2,8,2,2,39,67,0,0,0.5,NA,5.25,NA,3,NA,1.286,NA,1,-0.0598514504303475,0.0403774450615793,NA,NA,NA
"189",718446,"2023-04-24","N","night",9,14,0.391,9,13,0.409,"SFG","National League","National League West","STL","National League","National League Central",0,0,0.431694250454415,3,3,7,2,3,42,58,3,0,0,0,0.490477054235444,2,4,6,1,2,48,47,2,0,0.5,0,5.525,4.775,4.84,2.79,1.343,1.5,1,0.022694250454415,0.0994770542354435,NA,NA,NA
"190",718440,"2023-04-25","N","night",8,17,0.32,11,13,0.458,"CLE","American League","American League Central","COL","National League","National League West",1,0,0.437743190661479,2,4,6,1,3,32,40,0,0,0,1,0.301596351197263,2,2,8,2,5,31,60,0,0,0.25,0,4.75,5.1,6.16,1.69,1.684,0.938,0,-0.0202568093385214,-0.0184036488027366,NA,NA,NA
"191",718435,"2023-04-25","N","night",13,12,0.52,15,8,0.652,"BAL","American League","American League East","BOS","American League","American League East",0,1,0.591020597084008,5,9,1,5,0,47,28,2,0,2,2,0.538112417083673,3,6,4,2,2,60,50,1,0,0,0.5,4.5,3.6,8.5,0,1.5,1.044,0,-0.0609794029159917,0.0181124170836727,NA,NA,NA
"192",718432,"2023-04-25","N","night",13,11,0.542,16,8,0.667,"PIT","National League","National League Central","LAD","National League","National League West",0,0,0.624892224983517,5,8,2,4,0,55,26,2,0,0,0,0.584587742064284,3,5,5,3,1,42,47,0,0,0,0.5,5.5,6.025,4.91,2.22,1.227,1.151,0,-0.0421077750164833,0.0425877420642843,NA,NA,NA
"193",718436,"2023-04-25","N","night",13,11,0.542,20,4,0.833,"TBR","American League","American League East","HOU","American League","American League West",0,0,0.857505653157071,5,7,3,4,0,56,34,1,0,1,0,0.603624618697291,4,6,4,3,1,50,41,0,0,0.25,0.75,5.25,5.525,5.14,2.01,1.381,0.94,0,0.0245056531570709,0.0616246186972905,NA,NA,NA
"194",718434,"2023-04-25","N","night",14,9,0.609,9,15,0.375,"CIN","National League","National League Central","TEX","American League","American League West",1,0,0.401450113429118,1,3,7,3,3,37,51,0,0,1,0,0.739769888462756,3,7,3,5,2,78,33,0,0,NA,0,NA,6,NA,6,NA,1,1,0.0264501134291179,0.130769888462756,NA,NA,NA
"195",718430,"2023-04-25","N","night",11,12,0.478,11,13,0.458,"PHI","National League","National League East","SEA","American League","American League West",1,0,0.454224760624895,4,7,3,3,1,51,42,0,0,0,0,0.505128070267712,2,6,4,1,0,44,38,1,0,0.333333333333333,0,5.4,5.5,3.78,4.5,1.32,1.182,0,-0.00377523937510499,0.0271280702677116,NA,NA,NA
"196",718433,"2023-04-25","N","night",7,17,0.292,15,9,0.625,"TOR","American League","American League East","CHW","American League","American League Central",0,0,0.495260769956426,3,6,4,3,1,37,39,0,0,1,0,0.352887119007505,0,2,8,0,4,36,53,2,0,0.5,NA,4.775,NA,3.26,NA,1.5,NA,1,-0.129739230043574,0.060887119007505,NA,NA,NA
"197",718431,"2023-04-25","N","night",8,14,0.364,14,10,0.583,"NYM","National League","National League East","WSN","National League","National League East",0,1,0.591893549756995,3,7,3,0,0,61,41,1,0,0,0,0.385272145144077,2,3,7,2,3,30,35,0,0,0,NA,5.3,NA,3.74,NA,1.477,NA,0,0.0088935497569953,0.0212721451440768,NA,NA,NA
"198",718429,"2023-04-25","N","night",12,12,0.5,16,8,0.667,"ATL","National League","National League East","MIA","National League","National League East",0,1,0.670602067310048,1,6,4,1,3,54,29,0,0,1,0,0.315712545676005,2,6,4,2,2,31,39,1,0,NA,0.5,NA,5.525,NA,3.22,NA,1.612,1,0.00360206731004753,-0.184287454323995,NA,NA,NA
"199",718426,"2023-04-25","N","night",12,13,0.48,13,9,0.591,"CHC","National League","National League Central","SDP","National League","National League West",0,0,0.685279663000234,2,6,4,1,3,60,31,0,0,0,0,0.434296269690595,4,5,5,3,1,33,47,0,0,0,0.75,4.5,6.25,6,1.44,1.889,0.88,1,0.094279663000234,-0.0457037303094053,NA,NA,NA
"200",718427,"2023-04-25","N","night",13,11,0.542,14,10,0.583,"MIN","American League","American League Central","NYY","American League","American League East",0,0,0.595167309760263,2,4,6,2,2,39,46,1,0,3,2,0.592225201072386,2,5,5,0,1,31,34,1,0,0.75,1,5.775,6.25,3.09,3.24,1.029,0.76,1,0.0121673097602631,0.050225201072386,NA,NA,NA
"201",718428,"2023-04-25","N","night",9,13,0.409,15,9,0.625,"MIL","National League","National League Central","DET","American League","American League Central",1,0,0.626131953428202,2,6,4,1,3,48,48,1,0,0,1,0.274678111587983,1,6,4,2,3,31,29,3,0,0.25,0.75,4.525,5.75,7.85,4.3,1.691,1.261,0,0.00113195342820183,-0.134321888412017,NA,NA,NA
"202",718425,"2023-04-25","N","night",5,19,0.208,12,12,0.5,"LAA","American League","American League West","OAK","American League","American League West",0,1,0.531359235003415,2,4,6,2,2,47,54,2,0,2,2,0.173046326626111,2,2,8,2,2,35,87,2,1,0,0,4.1,5.05,4.15,3.48,1.154,1.161,1,0.0313592350034152,-0.0349536733738886,NA,NA,NA
"203",718422,"2023-04-25","N","night",6,18,0.25,13,12,0.52,"ARI","National League","National League West","KCR","American League","American League Central",1,0,0.487126597664739,2,5,5,2,3,53,50,0,0,1,0,0.262693841382366,1,1,9,1,3,33,71,0,0,0.25,0.25,5.25,5.5,8.14,4.91,1.524,1.182,0,-0.032873402335261,0.012693841382366,NA,NA,NA
"204",718439,"2023-04-25","N","night",9,15,0.375,10,13,0.435,"SFG","National League","National League West","STL","National League","National League Central",0,0,0.452033945208007,3,4,6,3,2,41,48,3,1,1,0,0.471984639553151,2,4,6,1,3,48,46,2,0,0.25,Inf,4.775,Inf,6.05,5.63,1.707,1,1,0.0170339452080067,0.0969846395531506,NA,NA,NA
"205",718424,"2023-04-26","N","day",14,10,0.583,10,15,0.4,"CIN","National League","National League Central","TEX","American League","American League West",1,0,0.411420436570705,2,3,7,3,3,31,57,0,0,2,0,0.724992050874404,2,6,4,4,3,78,38,0,0,0.25,0.5,4.775,6,3.72,1.88,1.448,1.167,1,0.0114204365707055,0.141992050874404,NA,NA,NA
"206",718416,"2023-04-26","N","day",13,13,0.5,16,8,0.667,"BAL","American League","American League East","BOS","American League","American League East",0,1,0.576470588235294,4,8,2,4,1,45,29,2,0,2,3,0.543396226415094,3,6,4,3,2,59,49,1,0,0.75,0,5.25,7.7,4.29,2.7,1.238,0.686,1,-0.090529411764706,0.0433962264150943,NA,NA,NA
"207",718420,"2023-04-26","N","day",7,18,0.28,16,9,0.64,"TOR","American League","American League East","CHW","American League","American League Central",0,0,0.527502102607233,4,6,4,3,1,38,36,0,0,2,0,0.329319278184742,0,2,8,0,5,33,54,2,0,0,0.75,5.05,5.275,6.97,3.8,1.742,1.172,1,-0.112497897392767,0.0493192781847418,NA,NA,NA
"208",718417,"2023-04-26","N","day",14,11,0.56,14,11,0.56,"MIN","American League","American League Central","NYY","American League","American League East",0,0,0.612069462874286,3,4,6,3,2,41,45,1,0,4,2,0.566371681415929,1,5,5,0,2,30,36,1,0,NA,0,NA,4.33333333333333,NA,4.15,NA,1,0,0.052069462874286,0.00637168141592914,NA,NA,NA
"209",718419,"2023-04-26","N","day",9,14,0.391,16,9,0.64,"MIL","National League","National League Central","DET","American League","American League Central",1,0,0.617158047365877,1,5,5,1,4,40,50,1,0,0,2,0.287687426118335,2,6,4,2,3,32,31,3,0,0,0.5,4.5,5.55,6,3.97,1.556,1.279,1,-0.0228419526341228,-0.103312573881665,NA,NA,NA
"210",718418,"2023-04-26","N","day",6,19,0.24,14,12,0.538,"ARI","National League","National League West","KCR","American League","American League Central",1,0,0.483475588938204,2,5,5,2,4,55,52,0,0,1,1,0.275427026584197,2,2,8,2,3,35,65,0,0,0,0.6,Inf,6.22,7.62,2.59,1.385,0.798,1,-0.0545244110617958,0.0354270265841969,NA,NA,NA
"211",718413,"2023-04-26","N","night",13,12,0.52,17,8,0.68,"PIT","National League","National League Central","LAD","National League","National League West",0,0,0.611775043936731,4,8,2,4,1,62,31,2,1,0,1,0.583444358740621,4,6,4,4,1,48,46,0,0,NA,0.5,NA,5.3,NA,4.57,NA,1.523,1,-0.0682249560632689,0.0634443587406213,NA,NA,NA
"212",718414,"2023-04-26","N","night",14,11,0.56,20,5,0.8,"TBR","American League","American League East","HOU","American League","American League West",0,0,0.838116286977219,4,7,3,4,1,53,33,1,0,1,1,0.623631639476935,4,7,3,4,1,53,35,0,0,0.5,0,5.775,5.1,3.09,5.91,1.2,1.5,0,0.0381162869772186,0.0636316394769348,NA,NA,NA
"213",718415,"2023-04-26","N","night",11,13,0.458,12,13,0.48,"PHI","National League","National League East","SEA","American League","American League West",1,0,0.447051932838735,3,6,4,3,2,46,44,0,0,0,1,0.514775098258043,3,6,4,1,0,44,39,1,0,0.25,0.5,5.55,5.275,3.57,3.8,1.015,1.313,1,-0.0329480671612651,0.0567750982580426,NA,NA,NA
"214",718412,"2023-04-26","N","night",9,14,0.391,14,11,0.56,"NYM","National League","National League East","WSN","National League","National League East",0,1,0.566371681415929,2,6,4,0,1,44,40,1,0,0,1,0.415858528237307,3,4,6,3,2,35,33,0,0,0.5,0.75,5.25,5.25,3.43,4.29,1.381,1.524,0,0.00637168141592914,0.0248585282373074,NA,NA,NA
"215",718411,"2023-04-26","N","night",12,13,0.48,17,8,0.68,"ATL","National League","National League East","MIA","National League","National League East",0,1,0.675215176532584,2,6,4,2,3,51,30,0,0,2,0,0.31145861418172,2,5,5,2,3,30,45,1,0,0.25,0.5,6.05,5.8,5.47,1.14,1.135,1.183,1,-0.00478482346741615,-0.16854138581828,NA,NA,NA
"216",718407,"2023-04-26","N","night",13,13,0.5,13,10,0.565,"CHC","National League","National League Central","SDP","National League","National League West",0,0,0.70577167111539,2,6,4,2,3,58,29,0,0,1,0,0.407216742843397,3,5,5,3,2,31,42,0,0,0.5,0.5,5.025,5.75,7.08,3.13,1.721,0.913,0,0.14077167111539,-0.0927832571566033,NA,NA,NA
"217",718408,"2023-04-26","N","night",5,20,0.2,13,12,0.52,"LAA","American League","American League West","OAK","American League","American League West",0,1,0.538901987201078,3,5,5,3,2,45,48,2,0,3,2,0.175359752047819,2,2,8,2,3,32,75,2,0,NA,0.25,NA,4.55,NA,3.38,NA,1.446,1,0.0189019872010778,-0.0246402479521807,NA,NA,NA
"218",718423,"2023-04-26","N","night",9,16,0.36,11,13,0.458,"SFG","National League","National League West","STL","National League","National League Central",0,0,0.458596565613738,4,5,5,4,2,41,45,2,1,2,0,0.468640764996585,1,3,7,1,4,49,51,2,0,0,0.25,5.5,6,6.55,2.63,1.636,0.875,1,0.000596565613737554,0.108640764996585,NA,NA,NA
"219",718410,"2023-04-27","N","day",13,13,0.5,17,9,0.654,"ATL","National League","National League East","MIA","National League","National League East",0,1,0.676,3,6,4,3,3,48,31,0,0,3,0,0.311268907154321,2,4,6,2,4,31,49,1,0,0.333333333333333,0,6.33333333333333,4.4,2.84,5.93,1.421,1.683,0,0.022,-0.188731092845679,NA,NA,NA
"220",718403,"2023-04-27","N","day",13,13,0.5,18,8,0.692,"PIT","National League","National League Central","LAD","National League","National League West",0,0,0.637564756435484,4,8,2,5,1,64,29,1,1,1,1,0.552486187845304,3,5,5,4,2,47,53,0,0,NA,0.4,NA,5.84,NA,3.64,NA,1.247,1,-0.0544352435645155,0.0524861878453039,NA,NA,NA
"221",718404,"2023-04-27","N","day",11,14,0.44,13,13,0.5,"PHI","National League","National League East","SEA","American League","American League West",1,0,0.453686267543081,4,7,3,4,2,52,36,0,0,1,1,0.509344978165939,3,5,5,1,1,44,42,1,0,0.5,0.25,5.55,4.5,3.57,3,1.059,0.944,1,-0.0463137324569195,0.0693449781659388,NA,NA,NA
